section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
results	however	However, the stability of Rbx Cs#−x PbBr# declines as the Rb+ ratio increases, which ascribes to the increased octahedral distortion caused by continuous Rb+ substitution (Supplementary Fig. #b).	1	1	10.1038/s41467-019-09794-7	However, the stability of Rbx Cs1−x PbBr3 declines as the Rb+ ratio increases, which ascribes to the increased octahedral distortion caused by continuous Rb+ substitution (Supplementary Fig. 2b).
results	but	Multiple excitonic absorption peaks are observed in the absorption spectra of <n> = # PEA#(Rbx Cs#−x )#Pb#Br# (# ≤ x ≤ #), corresponding to the perovskite species with different n values (Fig. #b) (note: we use '<n>' that represents a quasi-#D perovskite domain but 'n' stands for the species with a fixed composition).	1	1	10.1038/s41467-019-09794-7	Multiple excitonic absorption peaks are observed in the absorption spectra of <n> = 3 PEA2(Rbx Cs1−x )2Pb3Br10 (0 ≤ x ≤ 1), corresponding to the perovskite species with different n values (Fig. 1b) (note: we use '<n>' that represents a quasi-2D perovskite domain but 'n' stands for the species with a fixed composition).
abstract	although	Although modifying bromide/chloride composition is straightforward to achieve blue emission, practical implementation of this strategy has been challenging due to poor colour stability and severe photoluminescence quenching.	1	1	10.1038/s41467-020-20582-6	Although modifying bromide/chloride composition is straightforward to achieve blue emission, practical implementation of this strategy has been challenging due to poor colour stability and severe photoluminescence quenching.
introduction	although	Although impressive progress has been achieved in developing sky-blue PeLEDs (with CIEy > #), there are increasing difficulties to realize blue emission using these strategies.	1	1	10.1038/s41467-020-20582-6	Although impressive progress has been achieved in developing sky-blue PeLEDs (with CIEy > 0.15), there are increasing difficulties to realize blue emission using these strategies.
introduction	however	However, implementation of this facile approach in blue PeLEDs is largely hindered by poor colour stability of the resultant blue perovskite emitters (mixed bromide/chloride perovskites), due to anion segregation under electric bias.	1	1	10.1038/s41467-020-20582-6	However, implementation of this facile approach in blue PeLEDs is largely hindered by poor colour stability of the resultant blue perovskite emitters (mixed bromide/chloride perovskites), due to anion segregation under electric bias.
introduction	but	We show that not only halide ion migration, but also compositional heterogeneity, is critical for triggering phase segregation.	1	1	10.1038/s41467-020-20582-6	We show that not only halide ion migration, but also compositional heterogeneity, is critical for triggering phase segregation.
results	but	We observe no change in the #D crystal structure but a more preferential crystal orientation along the (#) direction and slight enhancement of crystallinity with VAC-treatment, as demonstrated by grazing-incidence wide-angle X-ray scattering (GIWAXS) and X-ray diffraction (XRD) measurements.	1	1	10.1038/s41467-020-20582-6	We observe no change in the 3D crystal structure but a more preferential crystal orientation along the (110) direction and slight enhancement of crystallinity with VAC-treatment, as demonstrated by grazing-incidence wide-angle X-ray scattering (GIWAXS) and X-ray diffraction (XRD) measurements.
results	although	Although the operational lifetime is no better than those in previously reported blue PeLEDs (with T# around #–# min), we observe no spectral shift even after # min of operation.	1	1	10.1038/s41467-020-20582-6	Although the operational lifetime is no better than those in previously reported blue PeLEDs (with T50 around 1–2 min), we observe no spectral shift even after 10 min of operation.
results	while	We find that the most striking changes occur within the first five minutes of treatment, the while prolonged duration of up to # min results in only a small difference.	1	1	10.1038/s41467-020-20582-6	We find that the most striking changes occur within the first five minutes of treatment, the while prolonged duration of up to 20 min results in only a small difference.
results	however	However, the initially formed heterogeneous phases are still partially preserved in the resulting films.	1	1	10.1038/s41467-020-20582-6	However, the initially formed heterogeneous phases are still partially preserved in the resulting films.
methods	but	In-situ transmittance tests were performed using the same spectrometer but with a solar simulator (AM #G) as the light source.	1	1	10.1038/s41467-020-20582-6	In-situ transmittance tests were performed using the same spectrometer but with a solar simulator (AM 1.5G) as the light source.
abstract	however	However, directly injecting charge into #f orbitals remains a significant challenge, resulting in unsatisfied external quantum efficiency and high operating voltage in rare earth light-emitting diodes.	1	1	10.1038/s41467-024-50508-5	However, directly injecting charge into 4f orbitals remains a significant challenge, resulting in unsatisfied external quantum efficiency and high operating voltage in rare earth light-emitting diodes.
introduction	however	However, the localized #f orbitals lead to the low efficiency of carrier injection, and their electroluminescence application is still unsatisfying.	1	1	10.1038/s41467-024-50508-5	However, the localized 4f orbitals lead to the low efficiency of carrier injection, and their electroluminescence application is still unsatisfying.
introduction	while	Its soft lattice and localized characteristics facilitate the generation of I#-based self-trapped excitons (STEs) similar to the alkali metal halides, while the Ce luminance center behaves as a Ce-based Frenkel exciton (CFE) due to its periodical location in every unit cell.	1	1	10.1038/s41467-024-50508-5	Its soft lattice and localized characteristics facilitate the generation of I2-based self-trapped excitons (STEs) similar to the alkali metal halides, while the Ce luminance center behaves as a Ce-based Frenkel exciton (CFE) due to its periodical location in every unit cell.
results	however	However, this theory still falls short in explaining the electroluminescence process and the excited carrier dynamics.	1	1	10.1038/s41467-024-50508-5	However, this theory still falls short in explaining the electroluminescence process and the excited carrier dynamics.
results	but	The enhanced SD signal indicates the tendency to capture electrons. (But it does not mean Ce#+ captures electrons to form Ce#+).	1	1	10.1038/s41467-024-50508-5	The enhanced SD signal indicates the tendency to capture electrons. (But it does not mean Ce3+ captures electrons to form Ce2+).
results	although	It is noted that although the luminous film has good thermal stability, it is easy to be hydrolyzed in a humid atmosphere.	1	1	10.1038/s41467-024-50508-5	It is noted that although the luminous film has good thermal stability, it is easy to be hydrolyzed in a humid atmosphere.
results	while	The #–# nm PB signal corresponding to the PLE band comes from the transition from the Ce-#f band to the Ce-#d band, while the I-#p band to the Ce-#d band bleaching signal before # nm is out of the measurement range.	1	1	10.1038/s41467-024-50508-5	The 370–395 nm PB signal corresponding to the PLE band comes from the transition from the Ce-4f band to the Ce-5d band, while the I-5p band to the Ce-5d band bleaching signal before 300 nm is out of the measurement range.
