from_section	to_section	pattern	occurrences	paper_count	top_papers	exemplar_quotes
abstract	introduction	Solution-processed organic small molecule light-emitting diodes (OLEDs) quantum dot LEDs (QLEDs) and polymer LEDs (PLEDs) have been intensively studied for decades and have experienced great progress in small-area devices.	1	1	10.1038/s41467-020-20433-4	Solution-processed organic small molecule light-emitting diodes (OLEDs) quantum dot LEDs (QLEDs) and polymer LEDs (PLEDs) have been intensively studied for decades and have experienced great progress in small-area devices.
introduction	results	Doctor-blading of ultra-thin uniform perovskite films	1	1	10.1038/s41467-020-20433-4	Doctor-blading of ultra-thin uniform perovskite films
results	discussion	In conclusion we have shown that the solgel stages of the blade-coating process of perovskite films can be effectively modified by changing precursor concentration and incorporation of excess bulky organoammonium halides.	1	1	10.1038/s41467-020-20433-4	In conclusion we have shown that the solgel stages of the blade-coating process of perovskite films can be effectively modified by changing precursor concentration and incorporation of excess bulky organoammonium halides.
discussion	methods	MAI and FPMAI were synthesized by mixing methylamine (# wt% in H₂O) and #-fluorophenylmethylamine (Sigma Aldrich) respectively with equimolar amounts of aqueous HI (Sigma Aldrich stabilized) at # °C with constant stirring for # h.	1	1	10.1038/s41467-020-20433-4	MAI and FPMAI were synthesized by mixing methylamine (40 wt% in H₂O) and 4-fluorophenylmethylamine (Sigma Aldrich) respectively with equimolar amounts of aqueous HI (Sigma Aldrich stabilized) at 0 °C with constant stirring for 2 h.
abstract	introduction	Confining excitons in small perovskite crystals has boosted the radiative recombination of metal halide perovskites (MHPs) enhancing their potential as next-generation light emitters due to their outstanding properties such as narrow emission spectrum tunable bandgap and low-cost solution-processability.	1	1	10.1038/s41467-024-49751-7	Confining excitons in small perovskite crystals has boosted the radiative recombination of metal halide perovskites (MHPs) enhancing their potential as next-generation light emitters due to their outstanding properties such as narrow emission spectrum tunable bandgap and low-cost solution-processability.
introduction	results	Enhanced luminescence by CMMs	1	1	10.1038/s41467-024-49751-7	Enhanced luminescence by CMMs
abstract	introduction	With the development of nanoscience and nanotechnology quantum dots (QDs) have been successfully applied to the development of solution-processed electronic and optoelectronic devices.	1	1	10.1038/s41377-026-02356-9	With the development of nanoscience and nanotechnology quantum dots (QDs) have been successfully applied to the development of solution-processed electronic and optoelectronic devices.
introduction	results	Figure #a illustrates the energy band diagrams of a typical silicon PN junction.	1	1	10.1038/s41377-026-02356-9	Figure 1a illustrates the energy band diagrams of a typical silicon PN junction.
results	discussion	By adapting the theory of silicon based PN junctions the models of nanocrystal-based PN junctions in QLEDs are established which can illustrate the correlations between the IV curves of functional layer-based sub-devices and the corresponding QLED devices.	1	1	10.1038/s41377-026-02356-9	By adapting the theory of silicon based PN junctions the models of nanocrystal-based PN junctions in QLEDs are established which can illustrate the correlations between the IV curves of functional layer-based sub-devices and the corresponding QLED devices.
discussion	methods	All the QLEDs fabricated in this work are bottom-emission-device with a construction of glass/ITO/HIL/HTL/QDs/ETL/cathode.	1	1	10.1038/s41377-026-02356-9	All the QLEDs fabricated in this work are bottom-emission-device with a construction of glass/ITO/HIL/HTL/QDs/ETL/cathode.
abstract	introduction	Photons emitted from coherent or thermal emission sources follow a Poisson or super-Poisson distribution, which means that they inevitably arrive in bunches even when the average emission power is reduced to the single-photon level.	1	1	10.1038/s41467-017-01379-6	Photons emitted from coherent or thermal emission sources follow a Poisson or super-Poisson distribution, which means that they inevitably arrive in bunches even when the average emission power is reduced to the single-photon level.
introduction	results	The structure of our electrically driven single-photon devices is illustrated in Fig. #a.	1	1	10.1038/s41467-017-01379-6	The structure of our electrically driven single-photon devices is illustrated in Fig. 1a.
results	discussion	Our work demonstrates a single-photon electroluminescence device which emits highly antibunched photons at room temperature.	1	1	10.1038/s41467-017-01379-6	Our work demonstrates a single-photon electroluminescence device which emits highly antibunched photons at room temperature.
discussion	methods	CdSe-core dots with first absorption peak at # nm were synthesized by using a literature method with some modifications.	1	1	10.1038/s41467-017-01379-6	CdSe-core dots with first absorption peak at 550 nm were synthesized by using a literature method with some modifications.
abstract	introduction	Colloidal quantum dots (QDs), nanocrystalline semiconductors with dimensions residing in the quantum confinement regime, exhibit ultrahigh colour purity and near-unity luminescence quantum yield.	1	1	10.1038/s41467-020-16652-4	Colloidal quantum dots (QDs), nanocrystalline semiconductors with dimensions residing in the quantum confinement regime, exhibit ultrahigh colour purity and near-unity luminescence quantum yield.
introduction	results	Figure # describes the core of the high-resolution photo-patterning method for QDs.	1	1	10.1038/s41467-020-16652-4	Figure 1 describes the core of the high-resolution photo-patterning method for QDs.
results	discussion	A straightforward and effective photo-patterning method of colloidal QDs is reported.	1	1	10.1038/s41467-020-16652-4	A straightforward and effective photo-patterning method of colloidal QDs is reported.
discussion	methods	Zinc acetate (Zn(ac)#, #%), sulphur (S, #%), selenium (Se, #%), oleic acid (OA, #%) and #-octadecene (ODE, #%) were purchased from Uniam. n-Trioctylphosphine (TOP, technical grade, #%), #-dodecanethiol (DDT, #%), ethylene glycol and dichloromethane (anhydrous, >#%) were purchased from Sigma Aldrich.	1	1	10.1038/s41467-020-16652-4	Zinc acetate (Zn(ac)2, 99.99%), sulphur (S, 99.99%), selenium (Se, 99.99%), oleic acid (OA, 99%) and 1-octadecene (ODE, 99%) were purchased from Uniam. n-Trioctylphosphine (TOP, technical grade, 90%), 1-dodecanethiol (DDT, 98%), ethylene glycol and dichloromethane (anhydrous, >99.8%) were purchased from Sigma Aldrich.
abstract	introduction	Colloidal quantum dots (QDs) are solution-processable semiconductor nanocrystals coated with a monolayer of surface ligands.	1	1	10.1038/s41467-020-14756-5	Colloidal quantum dots (QDs) are solution-processable semiconductor nanocrystals coated with a monolayer of surface ligands.
introduction	results	The recently developed CdSe/CdS core/shell QDs with nearly ideal photoluminescence properties are applied as the first model system.	1	1	10.1038/s41467-020-14756-5	The recently developed CdSe/CdS core/shell QDs with nearly ideal photoluminescence properties are applied as the first model system.
results	discussion	In conclusion, it is indeed interesting to see that a simple, general, and materials-based strategy can effectively bridge the photoluminescence-electroluminescence gap of QDs, leading to red-emitting and blue-emitting QLEDs with record-long operational lifetime.	1	1	10.1038/s41467-020-14756-5	In conclusion, it is indeed interesting to see that a simple, general, and materials-based strategy can effectively bridge the photoluminescence-electroluminescence gap of QDs, leading to red-emitting and blue-emitting QLEDs with record-long operational lifetime.
discussion	methods	Poly-TPD (average molecular weight, ~#,# g mol−#) was purchased from Xi’an polymer light technology Corp.	1	1	10.1038/s41467-020-14756-5	Poly-TPD (average molecular weight, ~60,000 g mol−1) was purchased from Xi’an polymer light technology Corp.
abstract	introduction	Due to multi-fold degeneracy of QD band-edge states, realization of optical gain requires that at least a fraction of the QDs in an active medium are excited with multiexcitons.	1	1	10.1038/s41467-022-31189-4	Due to multi-fold degeneracy of QD band-edge states, realization of optical gain requires that at least a fraction of the QDs in an active medium are excited with multiexcitons.
introduction	results	In principle, heat buildup in an operating device can be suppressed by spatially confining the injection area (A).	1	1	10.1038/s41467-022-31189-4	In principle, heat buildup in an operating device can be suppressed by spatially confining the injection area (A).
results	discussion	The reported results represent a qualitative advance compared to the previous demonstration of electrically excited optical gain of ref. .	1	1	10.1038/s41467-022-31189-4	The reported results represent a qualitative advance compared to the previous demonstration of electrically excited optical gain of ref. .
discussion	methods	Cadmium oxide (CdO, #%), selenium (Se, −# mesh, #%), zinc acetate (Zn(ac)#, #%), sulfur (S, #%), oleic acid (OA, #%), #-octadecene (ODE, #%), tri-n-octylphosphine (TOP, #%), magnesium acetate tetrahydrate ((CH#COO)#Mg·# H#O, #%) and #-methoxyethanol (CH#OCH#CH#OH, #%) were purchased from Alfa Aesar.	1	1	10.1038/s41467-022-31189-4	Cadmium oxide (CdO, 99.99%), selenium (Se, −200 mesh, 99.999%), zinc acetate (Zn(ac)2, 99.99%), sulfur (S, 99%), oleic acid (OA, 90%), 1-octadecene (ODE, 90%), tri-n-octylphosphine (TOP, 97%), magnesium acetate tetrahydrate ((CH3COO)2Mg·4 H2O, 99.997%) and 2-methoxyethanol (CH3OCH3CH3OH, 99.3%) were purchased from Alfa Aesar.
abstract	introduction	Typical inorganic or organic photon emitters exhibit broad absorption spectra, so the carriers can be generated by exciting the band-edge or higher-lying energy states, but those high-energy carriers thermally relax to the band-edge rapidly before they emit photons.	1	1	10.1038/s41467-024-50432-8	Typical inorganic or organic photon emitters exhibit broad absorption spectra, so the carriers can be generated by exciting the band-edge or higher-lying energy states, but those high-energy carriers thermally relax to the band-edge rapidly before they emit photons.
introduction	results	The first type of QDs (CdxZn#-xSe-ZnS based) used in this work were synthesized by modifying a protocol from literature, featuring a graded composition (Fig. #a) and larger cores (∼# nm).	1	1	10.1038/s41467-024-50432-8	The first type of QDs (CdxZn1-xSe-ZnS based) used in this work were synthesized by modifying a protocol from literature, featuring a graded composition (Fig. 1a) and larger cores (∼15.8 nm).
