section	opener_3gram	total_occurrences	paper_count	top_papers
abstract	although cui has	1	1	10.1038/s41467-020-18006-6
abstract	meanwhile these devices	1	1	10.1038/s41467-024-52401-7
discussion	moreover the top	1	1	10.1038/s41377-025-01835-9
results	angular-dependent el measurement	1	1	10.1038/s41467-026-75756-5
methods	a thick 2	1	1	10.1038/s41928-024-01205-0
methods	a glass substrate	1	1	qdp_2013_carrier-multiplication-qd-films
discussion	here we introduce	1	1	10.1038/s41377-022-01036-8
introduction	besides doping of	1	1	10.1038/s43246-020-00084-0
abstract	however printable opto)electronic	1	1	10.1038/s41467-025-64596-4
introduction	although flow reactors	1	1	10.1038/s41467-025-63209-4
introduction	consequently cdznse-based qleds	1	1	10.1038/s41377-024-01727-4
abstract	heteroepitaxy on colloidal	1	1	10.1038/s41467-022-35731-2
methods	a thin layer	1	1	10.1038/s41467-024-50893-x
introduction	by keeping the	1	1	10.1038/s41467-019-09794-7
abstract	these findings provide	1	1	10.1038/s41467-024-45945-1
abstract	more importantly devices	1	1	10.1038/s41467-020-20555-9
methods	all other transport	1	1	10.1038/s41928-026-01670-9
discussion	rainbow was able	1	1	10.1038/s41467-025-63209-4
introduction	furthermore the argument	1	1	10.1038/s42005-023-01169-1
discussion	furthermore numerical simulations	1	1	10.1038/s41377-026-02356-9
discussion	these inverters showed	1	1	10.1038/s41467-025-57200-2
abstract	at 153 k	1	1	10.1038/s41377-025-01972-1
abstract	we anticipate that	1	1	qdp_2016_inas-qd-size-tunable-nir-emission
abstract	by building the	1	1	10.1038/s41377-025-01972-1
results	a layer of	1	1	10.1038/s41467-023-40150-y
abstract	the optimised tfts	1	1	10.1038/s41467-020-18006-6
discussion	furthermore the qleds	1	1	10.1038/s41467-025-57304-9
abstract	the potential of	1	1	10.1038/s41467-020-16560-7
abstract	here firstly through	1	1	10.1038/s41467-018-02978-7
introduction	both the fast	1	1	10.1038/s42005-023-01169-1
results	a single qd	1	1	10.1038/s41467-020-15944-z
abstract	inp-based quantum dot	1	1	10.1038/s41377-022-00855-z
results	control devices based	1	1	10.1038/s41377-025-01987-8
introduction	during solution processing	1	1	10.1038/s41377-025-02019-1
discussion	due to the	1	1	10.1038/s41377-022-01036-8
abstract	despite the large	1	1	10.1038/s41467-022-35731-2
introduction	accordingly shallow defects	1	1	10.1038/s41467-020-20555-9
abstract	compared with the	1	1	10.1038/s41467-026-73911-6
introduction	for oleds a	1	1	10.1038/s41467-022-31478-y
introduction	although stereolithography and	1	1	10.1038/s41467-025-64596-4
discussion	both theoretical calculations	1	1	10.1038/s41377-025-02019-1
abstract	furthermore the champion	1	1	10.1038/s41377-024-01704-x
abstract	enhanced hole injection	1	1	10.1038/s43246-020-00084-0
results	finally we calculated	1	1	10.1038/s41377-020-0328-6
abstract	however it does	1	1	10.1038/s41467-025-61511-9
introduction	as discussed earlier	1	1	10.1038/s41467-025-67347-7
discussion	furthermore the successful	1	1	10.1038/s41467-024-47184-w
abstract	rainbow provides a	1	1	10.1038/s41467-025-63209-4
introduction	it also facilitates	1	1	10.1038/s41586-023-05855-6
abstract	one fundamental issue	1	1	10.1038/s41377-024-01704-x
discussion	for large fields	1	1	10.1038/s41467-020-16560-7
discussion	after the deposition	1	1	10.1038/s41467-023-43340-w
results	after ptabr treatment	1	1	10.1038/s41467-019-13437-2
abstract	incorporating the multifunctional	1	1	10.1038/s41377-026-02237-1
methods	pre-patterned 150 nm-thick	1	1	10.1038/s41467-023-43408-7
methods	afterward znmgo nps	1	1	10.1038/s41377-025-01972-1
abstract	enhanced exciton recombination	1	1	10.1038/s41377-025-02019-1
introduction	conventional fröhlich-type models	1	1	10.1038/s41467-024-49751-7
abstract	up-conversion electroluminescence in	1	1	10.1038/s41467-022-28037-w
introduction	auger decay suppression	1	1	qdp_2012_lifetime-blinking-nonblinking-qd
discussion	the fluorescence lifetime	1	1	10.1038/s41377-022-00992-5
introduction	based on existing	1	1	10.1038/s41467-019-09737-2
discussion	as mentioned above	1	1	10.1038/s41467-019-09794-7
abstract	the enhanced or	1	1	10.1038/s41467-026-70555-4
abstract	our simulation and	1	1	10.1038/s41467-024-50432-8
discussion	at high voltages	1	1	10.1038/s41467-024-52521-0
discussion	the lt-niox films	1	1	10.1038/s41467-026-73911-6
abstract	additionally benefitting from	1	1	10.1038/s41467-025-67347-7
discussion	first the reduced	1	1	10.1038/s41467-023-39531-0
introduction	furthermore a timely	1	1	10.1038/s41467-024-53221-5
discussion	our strategy can	1	1	10.1038/s41467-018-06425-5
abstract	tandem light-emitting diodes	1	1	10.1038/s41467-026-75756-5
methods	a 50-nm-thick lithiumaluminium	1	1	qc_2015_wearable-rgb-qled-array
discussion	accordingly the out-of-plane	1	1	10.1038/s41467-023-40746-4
discussion	this work shows	1	1	10.1038/s41377-024-01500-7
discussion	better heat sinking	1	1	10.1038/s41467-018-07383-8
introduction	among them doped	1	1	10.1038/s41467-022-32010-y
introduction	and the optimized	1	1	10.1038/s41377-022-00992-5
discussion	the k+ ions	1	1	10.1038/s41467-018-07099-9
introduction	among these options	1	1	10.1038/s41467-021-22864-z
methods	chlorobenzene 150 μl	1	1	10.1038/s41467-019-13437-2
abstract	after effective passivation	1	1	10.1038/s41467-020-20555-9
discussion	a key feature	1	1	qdp_2013_auger-control-carrier-kinetics
methods	abbreviations izo =	1	1	10.1038/s41377-025-01972-1
methods	for the controlled	1	1	10.1038/s41377-025-01987-8
introduction	for example semiconductor	1	1	10.1038/s41467-026-70555-4
methods	a mzo and	1	1	10.1038/s41467-022-31853-9
abstract	mass spectrometric analysis	1	1	10.1038/s41467-023-43408-7
results	above experimental results	1	1	10.1038/s41467-024-49791-z
discussion	by combining the	1	1	10.1038/s41467-026-73298-4
abstract	these key insights	1	1	10.1038/s41467-021-22864-z
discussion	combining composition/phase engineering	1	1	10.1038/s41467-018-02978-7
discussion	plus benefitted from	1	1	10.1038/s41467-024-49791-z
methods	0.5 m cadmium	1	1	10.1038/s41467-022-31189-4
discussion	meanwhile it was	1	1	10.1038/s41377-022-00855-z
introduction	apart from ito	1	1	10.1038/s41467-022-32010-y
introduction	here we construct	1	1	10.1038/s41467-026-72115-2
abstract	here using the	1	1	10.1038/s41467-022-29812-5
abstract	however the serious	1	1	10.1038/s41377-024-01727-4
discussion	the formation of	1	1	10.1038/s43246-026-01136-7
results	after clarifying the	1	1	10.1038/s41467-026-74583-y
introduction	however some fundamental	1	1	10.1038/s41377-025-01867-1
abstract	recent progress in	1	1	qdp_2012_lifetime-blinking-nonblinking-qd
discussion	moreover the formed	1	1	10.1038/s41467-024-54160-x
introduction	and the eqe	1	1	10.1038/s41467-019-08561-y
discussion	the discovery of	1	1	10.1038/s41467-024-52208-6
discussion	our goal is	1	1	10.1038/s43246-021-00203-5
abstract	this work addresses	1	1	10.1038/s41467-025-67737-x
introduction	2)(0 of any	1	1	10.1038/s41467-017-01379-6
methods	additionally 2,7-bis diphenyl	1	1	10.1038/s41467-026-72625-z
methods	at low excitations	1	1	10.1038/s41467-018-03049-7
methods	a 35 nm	1	1	10.1038/s41467-018-04986-z
abstract	the adjustable surface	1	1	10.1038/s41467-021-24931-x
discussion	by reducing the	1	1	10.1038/s41467-024-52521-0
abstract	reducing the size	1	1	10.1038/s41467-024-49751-7
introduction	compared to other	1	1	10.1038/s41467-018-03049-7
discussion	to summarize in	1	1	10.1038/s41467-019-13951-3
introduction	additionally we conducted	1	1	10.1038/s41467-025-58047-3
methods	a recorded video	1	1	10.1038/s41467-024-46243-6
results	as is well	1	1	10.1038/s41467-024-52208-6
discussion	in support of	1	1	qdp_2013_auger-control-carrier-kinetics
discussion	in comparison with	1	1	10.1038/s41467-018-06294-y
discussion	using a continuous	1	1	qdp_2016_inas-qd-size-tunable-nir-emission
abstract	the principles of	1	1	10.1038/s41467-023-40746-4
methods	all the experiments	1	1	10.1038/s41563-024-01812-4
methods	all blade-coated perovskite	1	1	10.1038/s41467-020-20433-4
discussion	the sams particularly	1	1	10.1038/s41467-026-69198-2
abstract	the efficiency and	1	1	10.1038/s41467-024-44894-z
introduction	by correlating device	1	1	qdp_2013_auger-control-carrier-kinetics
abstract	here we construct	1	1	10.1038/s41467-026-74583-y
abstract	here by using	1	1	10.1038/s41467-024-47891-4
introduction	although several methods	1	1	10.1038/s41467-026-73298-4
discussion	figure 6 compares	1	1	10.1038/s41928-024-01205-0
discussion	the exceptional conductivity	1	1	10.1038/s41467-025-58471-5
abstract	electroluminescent quantum dot	1	1	10.1038/s41467-020-16865-7
introduction	consequently perovskite light-emitting	1	1	10.1038/s41467-025-61085-6
abstract	quasi-two-dimensional quasi-2d ruddlesden–popper	1	1	10.1038/s41467-021-21522-8
introduction	among these cation	1	1	10.1038/s41467-022-28480-9
introduction	besides although the	1	1	10.1038/s41467-024-46243-6
results	although both dbss	1	1	10.1038/s41467-025-65695-y
methods	additionally 12.4 mol%	1	1	10.1038/s41467-026-72115-2
introduction	for example tao	1	1	10.1038/s41467-026-71292-4
introduction	besides the aggregated	1	1	10.1038/s41467-023-40150-y
discussion	for these studies	1	1	qdp_2013_auger-control-carrier-kinetics
results	additionally the half-lifetime	1	1	10.1038/s41377-025-01817-x
abstract	crucially the resulting	1	1	10.1038/s41377-026-02231-7
methods	device fabrication a	1	1	10.1038/s41377-020-0328-6
abstract	in all this	1	1	10.1038/s41377-026-02356-9
discussion	in the second	1	1	10.1038/s41467-024-53221-5
discussion	overall the approach	1	1	10.1038/s41467-020-16652-4
methods	a custom-made transfer	1	1	qc_2015_wearable-rgb-qled-array
methods	a plane-wave cutoff	1	1	10.1038/s41467-026-71949-0
results	adding a 2.5	1	1	10.1038/s41467-018-07383-8
discussion	the fabrication procedures	1	1	10.1038/s41586-024-07360-w
abstract	this work uncovers	1	1	10.1038/s41467-022-28037-w
introduction	at the fundamental	1	1	10.1038/s41467-023-43340-w
discussion	moreover the high-resolution	1	1	10.1038/s41467-025-62345-1
introduction	also none of	1	1	10.1038/s41467-021-24762-w
introduction	among the various	1	1	10.1038/s41467-022-29538-4
introduction	besides wbg perovskite	1	1	10.1038/s41467-025-59515-6
abstract	however sam aggregation	1	1	10.1038/s41467-026-72115-2
results	apart from changes	1	1	10.1038/s41467-018-07383-8
discussion	moreover due to	1	1	10.1038/s41467-020-20555-9
methods	additionally the impacts	1	1	10.1038/s41467-026-69200-x
results	after incorporating mabr	1	1	alhtl_2017_cspbbr3-moo3-hil-peled
abstract	we then realize	1	1	10.1038/s41467-021-24762-w
results	although the formation	1	1	10.1038/s41467-020-16652-4
methods	after 1 h	1	1	10.1038/s41467-025-61511-9
introduction	cubic phase α	1	1	10.1038/s41467-024-50022-8
introduction	basic forms of	1	1	10.1038/s41467-019-09737-2
discussion	the higher electron	1	1	10.1038/s41467-018-05760-x
abstract	a combination of	1	1	10.1038/s41467-025-61511-9
introduction	antiferromagnetic afm materials	1	1	10.1038/s41467-025-66981-5
discussion	another challenge can	1	1	10.1038/s41467-024-47184-w
methods	as described before	1	1	10.1038/s41377-026-02356-9
abstract	bright and efficient	1	1	10.1038/s41467-020-20582-6
abstract	despite remarkable progress	1	1	10.1038/s41467-023-39488-0
abstract	designing robust blue	1	1	10.1038/s41467-023-43408-7
methods	device static electrical	1	1	10.1038/s41467-023-40194-0
methods	after curing at	1	1	10.1038/s41467-025-63653-2
abstract	in the present	1	1	10.1038/s41467-018-06294-y
results	all samples show	1	1	10.1038/s41377-022-00992-5
discussion	the bond-first pattern-later	1	1	10.1038/s41467-022-29538-4
introduction	conventional photon management	1	1	10.1038/s41467-024-49838-1
discussion	the main achievement	1	1	10.1038/s41467-022-29538-4
discussion	the resultant devices	1	1	10.1038/s41467-025-56557-8
abstract	however to create	1	1	10.1038/s41928-026-01670-9
results	additionally we analyze	1	1	10.1038/s41467-025-57746-1
results	a clear additional	1	1	qdp_2013_auger-control-carrier-kinetics
introduction	dirac cones and	1	1	10.1038/s41467-023-38216-y
introduction	a stable gan	1	1	10.1038/s41467-022-29538-4
discussion	therefore htl is	1	1	10.1038/s41467-019-08749-2
introduction	accurately modulating the	1	1	10.1038/s41467-024-49574-6
results	a electric field	1	1	10.1038/s41467-024-53965-0
introduction	however as consumer	1	1	10.1038/s41467-025-61511-9
discussion	the integration of	1	1	10.1038/s41467-025-64696-1
methods	after tio 2	1	1	10.1038/s41467-019-08561-y
introduction	consequently the turn-on	1	1	10.1038/s41467-023-41929-9
introduction	for example alkali	1	1	10.1038/s41467-019-13437-2
introduction	cspbi3 qds that	1	1	10.1038/s41467-024-50022-8
methods	during the plqy	1	1	10.1038/s41467-024-52401-7
introduction	confining excitons in	1	1	10.1038/s41467-024-49751-7
introduction	in addition films	1	1	10.1038/s41467-023-36118-7
abstract	these self-healing quantum	1	1	10.1038/s43246-026-01177-y
results	a similar set	1	1	10.1038/s41467-022-29702-w
methods	a detailed description	1	1	10.1038/s41467-020-16560-7
introduction	a range of	1	1	10.1038/s41563-025-02123-y
discussion	we synthesized green	1	1	10.1038/s41467-025-65135-x
results	a low-temperature low-stress	1	1	10.1038/s41467-022-29538-4
discussion	an extended investigation	1	1	10.1038/s41467-022-29702-w
methods	a pad ligand	1	1	10.1038/s41467-022-31189-4
abstract	surface defect-induced photoluminescence	1	1	10.1038/s41467-024-55619-7
discussion	our microscopic approach	1	1	10.1038/s41467-022-35731-2
discussion	the individual-particle-passivated nanocrystal	1	1	10.1038/s41928-024-01181-5
introduction	although qleds produce	1	1	10.1038/s41377-024-01727-4
abstract	importantly substrate-integrated uftes	1	1	10.1038/s41467-024-46243-6
methods	absorption spectra are	1	1	10.1038/s41467-026-68315-5
abstract	yet the employment	1	1	10.1038/s41467-026-68315-5
abstract	early stage mscs	1	1	10.1038/s41467-020-16855-9
discussion	in conclusion this	1	1	10.1038/s41467-026-74198-3
methods	all kpfm measurements	1	1	10.1038/s41467-026-69200-x
results	a photographs of	1	1	10.1038/s41467-024-53965-0
discussion	finally capacitance–voltage characteristics	1	1	10.1038/s41467-019-08749-2
discussion	finally we note	1	1	10.1038/s41467-020-16560-7
abstract	these colloidal qd	1	1	10.1038/s41586-023-05855-6
introduction	any deficiency in	1	1	10.1038/s41377-025-01817-x
discussion	this efficiency droop	1	1	10.1038/s41467-023-43472-z
discussion	through simulation we	1	1	10.1038/s41467-020-15481-9
results	a faster response	1	1	10.1038/s41377-026-02184-x
introduction	among oss amorphous	1	1	10.1038/s41467-022-28480-9
introduction	combining both strategies	1	1	10.1038/s41377-025-01987-8
introduction	additional advantages include	1	1	qc_2015_wearable-rgb-qled-array
abstract	our work eliminates	1	1	10.1038/s41377-026-02247-z
introduction	however with the	1	1	qdp_2016_inas-qd-size-tunable-nir-emission
discussion	by adapting the	1	1	10.1038/s41377-026-02356-9
introduction	a high-quality colloidal	1	1	10.1038/s41467-018-04986-z
introduction	even with significant	1	1	10.1038/s43246-026-01136-7
methods	a 150 nm-thick	1	1	10.1038/s41467-021-25955-z
introduction	accordingly the peleds	1	1	10.1038/s41467-018-02978-7
abstract	in series mode	1	1	10.1038/s41377-025-01835-9
abstract	however although perovskite	1	1	10.1038/s41377-020-0328-6
discussion	to pinpoint the	1	1	10.1038/s41467-019-08749-2
results	another striking observation	1	1	qdp_2013_carrier-multiplication-qd-films
introduction	direct nanofabrication via	1	1	10.1038/s41467-026-70555-4
methods	all test circuits	1	1	10.1038/s41467-023-40194-0
introduction	furthermore pfa molecules	1	1	10.1038/s41467-026-72115-2
discussion	rainbow's efficient navigation	1	1	10.1038/s41467-025-63209-4
introduction	for mqw perovskites	1	1	10.1038/s41377-020-0328-6
discussion	furthermore the non-radiative	1	1	alhtl_2017_cspbbr3-moo3-hil-peled
introduction	accordingly qds have	1	1	10.1038/s41467-021-24931-x
introduction	consequently the electroluminescence	1	1	10.1038/s41467-019-09794-7
discussion	an essential reason	1	1	10.1038/s41467-023-43340-w
results	a higher switching	1	1	10.1038/s41928-024-01151-x
abstract	hot-carrier trapping thus	1	1	10.1038/s41467-025-61511-9
abstract	structural deformation modifies	1	1	10.1038/s41467-024-49791-z
abstract	however intrinsic self-p-doping	1	1	10.1038/s41467-026-72625-z
introduction	by employing the	1	1	10.1038/s41467-020-14747-6
introduction	accordingly we observe	1	1	10.1038/s41467-024-53221-5
abstract	the low efficiency	1	1	10.1038/s41467-020-15481-9
abstract	our optimized single-junction	1	1	10.1038/s41467-022-29812-5
methods	d18 and btp-ec9	1	1	10.1038/s41467-026-74198-3
abstract	white organic light-emitting	1	1	10.1038/s41467-024-52401-7
results	a recently proposed	1	1	qdp_2014_carrier-multiplication-quasi-type-ii
introduction	although dexter transfer	1	1	10.1038/s41563-024-01812-4
introduction	among micro-displays for	1	1	10.1038/s41467-023-36773-w
introduction	colloidal inas qds	1	1	10.1038/s41467-025-57746-1
methods	a e-aln passivation	1	1	10.1038/s41467-025-60886-z
introduction	even though all	1	1	10.1038/s41467-018-04986-z
introduction	among various solution-processable	1	1	10.1038/s41467-024-46243-6
methods	6tic-4f was synthesized	1	1	10.1038/s41467-019-13909-5
